Heavy particle collisions / Elastic Scattering / H, H2
Differential cross sections
 
Validity limits and fit function with fit parameters


ID	Process	Reaction	Validity limits in sr	Energy origin	Limits in authors' unit	Fit function
1	EL	H, H2 (E= .100 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
2	EL	H, H2 (E= 1.00 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
3	EL	H, H2 (E= 1.25 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
4	EL	H, H2 (E= 1.58 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
5	EL	H, H2 (E= 1.99 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
6	EL	H, H2 (E= 2.51 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
7	EL	H, H2 (E= 3.16 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
8	EL	H, H2 (E= 3.98 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
9	EL	H, H2 (E= 5.01 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
10	EL	H, H2 (E= 6.30 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
11	EL	H, H2 (E= 7.94 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
12	EL	H, H2 (E= .125 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
13	EL	H, H2 (E= 10.0 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
14	EL	H, H2 (E= 19.9 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
15	EL	H, H2 (E= 50.1 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
16	EL	H, H2 (E= .158 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
17	EL	H, H2 (E= 100. eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
18	EL	H, H2 (E= .199 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
19	EL	H, H2 (E= .251 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
20	EL	H, H2 (E= .316 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
21	EL	H, H2 (E= .398 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
22	EL	H, H2 (E= .501 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
23	EL	H, H2 (E= .631 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
24	EL	H, H2 (E= .794 eV CM Energy) --> H, H2(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
Units conversion	Graphic layouts	Output options
x	Energy origin	y

sr

Projectile

cm2
cm2
vs
sr	PNG file
PDF file
GZipped PostScript file
XML
Numerical data
   1   	H, H2 (E= .100 eV CM Energy) --> H, H2

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
1.6189E+00	2.0512E-17	1.6189E+00	7.3249E-01
1.6254E+00	2.0087E-17	1.6254E+00	7.1731E-01
1.6318E+00	1.9780E-17	1.6318E+00	7.0637E-01
1.6382E+00	1.9735E-17	1.6382E+00	7.0476E-01
1.6446E+00	1.9621E-17	1.6446E+00	7.0066E-01
1.6510E+00	1.9253E-17	1.6510E+00	6.8754E-01
1.6574E+00	1.8908E-17	1.6574E+00	6.7523E-01
1.6639E+00	1.8796E-17	1.6639E+00	6.7121E-01
1.6703E+00	1.8716E-17	1.6703E+00	6.6835E-01
1.6767E+00	1.8445E-17	1.6767E+00	6.5867E-01
1.6831E+00	1.8098E-17	1.6831E+00	6.4630E-01
1.6895E+00	1.7896E-17	1.6895E+00	6.3909E-01
1.6959E+00	1.7812E-17	1.6959E+00	6.3608E-01
1.7023E+00	1.7647E-17	1.7023E+00	6.3017E-01
1.7087E+00	1.7342E-17	1.7087E+00	6.1929E-01
1.7151E+00	1.7060E-17	1.7151E+00	6.0922E-01
1.7215E+00	1.6931E-17	1.7215E+00	6.0462E-01
1.7279E+00	1.6848E-17	1.7279E+00	6.0167E-01
1.7342E+00	1.6620E-17	1.7342E+00	5.9352E-01
1.7406E+00	1.6294E-17	1.7406E+00	5.8188E-01
1.7470E+00	1.6098E-17	1.7470E+00	5.7486E-01
1.7534E+00	1.6052E-17	1.7534E+00	5.7323E-01
1.7598E+00	1.5911E-17	1.7598E+00	5.6819E-01
1.7661E+00	1.5592E-17	1.7661E+00	5.5680E-01
1.7725E+00	1.5333E-17	1.7725E+00	5.4755E-01
1.7789E+00	1.5274E-17	1.7789E+00	5.4543E-01
1.7852E+00	1.5200E-17	1.7852E+00	5.4280E-01
1.7916E+00	1.4932E-17	1.7916E+00	5.3323E-01
1.7980E+00	1.4643E-17	1.7980E+00	5.2291E-01
1.8043E+00	1.4537E-17	1.8043E+00	5.1913E-01
1.8106E+00	1.4490E-17	1.8106E+00	5.1744E-01
1.8170E+00	1.4292E-17	1.8170E+00	5.1037E-01
1.8233E+00	1.4016E-17	1.8233E+00	5.0053E-01
1.8297E+00	1.3858E-17	1.8297E+00	4.9489E-01
1.8360E+00	1.3793E-17	1.8360E+00	4.9256E-01
1.8423E+00	1.3657E-17	1.8423E+00	4.8770E-01
1.8487E+00	1.3435E-17	1.8487E+00	4.7976E-01
1.8550E+00	1.3245E-17	1.8550E+00	4.7298E-01
1.8613E+00	1.3129E-17	1.8613E+00	4.6886E-01
1.8676E+00	1.3024E-17	1.8676E+00	4.6510E-01
1.8739E+00	1.2876E-17	1.8739E+00	4.5981E-01
1.8802E+00	1.2694E-17	1.8802E+00	4.5331E-01
1.8865E+00	1.2522E-17	1.8865E+00	4.4715E-01
1.8928E+00	1.2403E-17	1.8928E+00	4.4290E-01
1.8991E+00	1.2318E-17	1.8991E+00	4.3987E-01
1.9053E+00	1.2182E-17	1.9053E+00	4.3502E-01
1.9116E+00	1.1979E-17	1.9116E+00	4.2778E-01
1.9179E+00	1.1817E-17	1.9179E+00	4.2199E-01
1.9241E+00	1.1758E-17	1.9241E+00	4.1989E-01
1.9304E+00	1.1683E-17	1.9304E+00	4.1722E-01
1.9366E+00	1.1493E-17	1.9366E+00	4.1041E-01
1.9429E+00	1.1290E-17	1.9429E+00	4.0317E-01
1.9491E+00	1.1216E-17	1.9491E+00	4.0054E-01
1.9553E+00	1.1184E-17	1.9553E+00	3.9938E-01
1.9616E+00	1.1033E-17	1.9616E+00	3.9400E-01
1.9678E+00	1.0818E-17	1.9678E+00	3.8631E-01
1.9740E+00	1.0711E-17	1.9740E+00	3.8251E-01
1.9802E+00	1.0691E-17	1.9802E+00	3.8180E-01
1.9864E+00	1.0586E-17	1.9864E+00	3.7802E-01
1.9926E+00	1.0388E-17	1.9926E+00	3.7097E-01
1.9988E+00	1.0255E-17	1.9988E+00	3.6621E-01
2.0049E+00	1.0220E-17	2.0049E+00	3.6498E-01
2.0111E+00	1.0142E-17	2.0111E+00	3.6217E-01
2.0173E+00	9.9792E-18	2.0173E+00	3.5636E-01
2.0234E+00	9.8440E-18	2.0234E+00	3.5153E-01
2.0296E+00	9.7876E-18	2.0296E+00	3.4952E-01
2.0357E+00	9.7106E-18	2.0357E+00	3.4677E-01
2.0418E+00	9.5725E-18	2.0418E+00	3.4184E-01
2.0480E+00	9.4580E-18	2.0480E+00	3.3775E-01
2.0541E+00	9.3992E-18	2.0541E+00	3.3565E-01
2.0602E+00	9.3152E-18	2.0602E+00	3.3265E-01
2.0663E+00	9.1752E-18	2.0663E+00	3.2765E-01
2.0724E+00	9.0742E-18	2.0724E+00	3.2404E-01
2.0784E+00	9.0350E-18	2.0784E+00	3.2265E-01
2.0845E+00	8.9618E-18	2.0845E+00	3.2003E-01
2.0906E+00	8.8103E-18	2.0906E+00	3.1462E-01
2.0966E+00	8.6943E-18	2.0966E+00	3.1048E-01
2.1027E+00	8.6730E-18	2.1027E+00	3.0972E-01
2.1087E+00	8.6349E-18	2.1087E+00	3.0836E-01
2.1147E+00	8.4913E-18	2.1147E+00	3.0323E-01
2.1208E+00	8.3402E-18	2.1208E+00	2.9783E-01
2.1268E+00	8.3058E-18	2.1268E+00	2.9661E-01
2.1328E+00	8.3073E-18	2.1328E+00	2.9666E-01
2.1388E+00	8.2053E-18	2.1388E+00	2.9302E-01
2.1447E+00	8.0348E-18	2.1447E+00	2.8693E-01
2.1507E+00	7.9552E-18	2.1507E+00	2.8409E-01
2.1567E+00	7.9692E-18	2.1567E+00	2.8458E-01
2.1626E+00	7.9238E-18	2.1626E+00	2.8296E-01
2.1686E+00	7.7726E-18	2.1686E+00	2.7757E-01
2.1745E+00	7.6460E-18	2.1745E+00	2.7304E-01
2.1804E+00	7.6321E-18	2.1804E+00	2.7255E-01
2.1863E+00	7.6269E-18	2.1863E+00	2.7236E-01
2.1923E+00	7.5261E-18	2.1923E+00	2.6876E-01
2.1981E+00	7.3873E-18	2.1981E+00	2.6381E-01
2.2040E+00	7.3262E-18	2.2040E+00	2.6162E-01
2.2099E+00	7.3217E-18	2.2099E+00	2.6146E-01
2.2157E+00	7.2663E-18	2.2157E+00	2.5949E-01
2.2216E+00	7.1523E-18	2.2216E+00	2.5542E-01
2.2274E+00	7.0658E-18	2.2274E+00	2.5232E-01
2.2333E+00	7.0387E-18	2.2333E+00	2.5135E-01
2.2391E+00	7.0002E-18	2.2391E+00	2.4998E-01
2.2449E+00	6.9132E-18	2.2449E+00	2.4688E-01
2.2507E+00	6.8289E-18	2.2507E+00	2.4386E-01
2.2565E+00	6.7872E-18	2.2565E+00	2.4237E-01
2.2622E+00	6.7486E-18	2.2622E+00	2.4100E-01
2.2680E+00	6.6704E-18	2.2680E+00	2.3821E-01
2.2738E+00	6.5896E-18	2.2738E+00	2.3532E-01
2.2795E+00	6.5515E-18	2.2795E+00	2.3396E-01
2.2852E+00	6.5258E-18	2.2852E+00	2.3304E-01
2.2909E+00	6.4542E-18	2.2909E+00	2.3048E-01
2.2966E+00	6.3571E-18	2.2966E+00	2.2702E-01
2.3023E+00	6.3064E-18	2.3023E+00	2.2521E-01
2.3080E+00	6.3018E-18	2.3080E+00	2.2504E-01
2.3136E+00	6.2631E-18	2.3136E+00	2.2366E-01
2.3193E+00	6.1588E-18	2.3193E+00	2.1993E-01
2.3249E+00	6.0656E-18	2.3249E+00	2.1661E-01
2.3306E+00	6.0507E-18	2.3306E+00	2.1607E-01
2.3362E+00	6.0618E-18	2.3362E+00	2.1647E-01
2.3418E+00	6.0012E-18	2.3418E+00	2.1431E-01
2.3474E+00	5.8793E-18	2.3474E+00	2.0995E-01
2.3529E+00	5.8028E-18	2.3529E+00	2.0722E-01
2.3585E+00	5.8141E-18	2.3585E+00	2.0763E-01
2.3641E+00	5.8249E-18	2.3641E+00	2.0801E-01
2.3696E+00	5.7441E-18	2.3696E+00	2.0513E-01
2.3751E+00	5.6168E-18	2.3751E+00	2.0058E-01
2.3806E+00	5.5572E-18	2.3806E+00	1.9845E-01
2.3861E+00	5.5823E-18	2.3861E+00	1.9935E-01
2.3916E+00	5.5882E-18	2.3916E+00	1.9956E-01
2.3971E+00	5.4976E-18	2.3971E+00	1.9632E-01
2.4025E+00	5.3740E-18	2.4025E+00	1.9191E-01
2.4080E+00	5.3256E-18	2.4080E+00	1.9018E-01
2.4134E+00	5.3546E-18	2.4134E+00	1.9122E-01
2.4188E+00	5.3567E-18	2.4188E+00	1.9129E-01
2.4242E+00	5.2659E-18	2.4242E+00	1.8805E-01
2.4296E+00	5.1478E-18	2.4296E+00	1.8383E-01
2.4350E+00	5.1007E-18	2.4350E+00	1.8215E-01
2.4403E+00	5.1247E-18	2.4403E+00	1.8301E-01
2.4457E+00	5.1266E-18	2.4457E+00	1.8307E-01
2.4510E+00	5.0451E-18	2.4510E+00	1.8016E-01
2.4563E+00	4.9345E-18	2.4563E+00	1.7621E-01
2.4616E+00	4.8826E-18	2.4616E+00	1.7436E-01
2.4669E+00	4.8973E-18	2.4669E+00	1.7488E-01
2.4721E+00	4.9025E-18	2.4721E+00	1.7507E-01
2.4774E+00	4.8371E-18	2.4774E+00	1.7274E-01
2.4826E+00	4.7351E-18	2.4826E+00	1.6909E-01
2.4878E+00	4.6728E-18	2.4878E+00	1.6687E-01
2.4931E+00	4.6714E-18	2.4931E+00	1.6682E-01
2.4982E+00	4.6784E-18	2.4982E+00	1.6707E-01
2.5034E+00	4.6330E-18	2.5034E+00	1.6545E-01
2.5086E+00	4.5440E-18	2.5086E+00	1.6227E-01
2.5137E+00	4.4716E-18	2.5137E+00	1.5969E-01
2.5188E+00	4.4504E-18	2.5188E+00	1.5893E-01
2.5240E+00	4.4547E-18	2.5240E+00	1.5908E-01
2.5290E+00	4.4306E-18	2.5290E+00	1.5822E-01
2.5341E+00	4.3617E-18	2.5341E+00	1.5576E-01
2.5392E+00	4.2852E-18	2.5392E+00	1.5303E-01
2.5442E+00	4.2421E-18	2.5442E+00	1.5149E-01
2.5493E+00	4.2345E-18	2.5493E+00	1.5122E-01
2.5543E+00	4.2252E-18	2.5543E+00	1.5088E-01
2.5593E+00	4.1807E-18	2.5593E+00	1.4930E-01
2.5643E+00	4.1097E-18	2.5643E+00	1.4676E-01
2.5692E+00	4.0479E-18	2.5692E+00	1.4455E-01
2.5742E+00	4.0191E-18	2.5742E+00	1.4353E-01
2.5791E+00	4.0119E-18	2.5791E+00	1.4327E-01
2.5840E+00	3.9918E-18	2.5840E+00	1.4255E-01
2.5889E+00	3.9405E-18	2.5889E+00	1.4072E-01
2.5938E+00	3.8734E-18	2.5938E+00	1.3832E-01
2.5987E+00	3.8217E-18	2.5987E+00	1.3648E-01
2.6035E+00	3.8007E-18	2.6035E+00	1.3573E-01
2.6083E+00	3.7932E-18	2.6083E+00	1.3546E-01
2.6132E+00	3.7684E-18	2.6132E+00	1.3457E-01
2.6180E+00	3.7141E-18	2.6180E+00	1.3263E-01
2.6227E+00	3.6487E-18	2.6227E+00	1.3030E-01
2.6275E+00	3.6024E-18	2.6275E+00	1.2864E-01
2.6322E+00	3.5857E-18	2.6322E+00	1.2805E-01
2.6370E+00	3.5787E-18	2.6370E+00	1.2780E-01
2.6417E+00	3.5515E-18	2.6417E+00	1.2683E-01
2.6464E+00	3.4949E-18	2.6464E+00	1.2480E-01
2.6510E+00	3.4303E-18	2.6510E+00	1.2250E-01
2.6557E+00	3.3879E-18	2.6557E+00	1.2098E-01
2.6603E+00	3.3750E-18	2.6603E+00	1.2052E-01
2.6649E+00	3.3702E-18	2.6649E+00	1.2035E-01
2.6695E+00	3.3435E-18	2.6695E+00	1.1940E-01
2.6741E+00	3.2864E-18	2.6741E+00	1.1736E-01
2.6787E+00	3.2223E-18	2.6787E+00	1.1507E-01
2.6832E+00	3.1810E-18	2.6832E+00	1.1360E-01
2.6877E+00	3.1695E-18	2.6877E+00	1.1319E-01
2.6923E+00	3.1667E-18	2.6923E+00	1.1308E-01
2.6967E+00	3.1426E-18	2.6967E+00	1.1222E-01
2.7012E+00	3.0876E-18	2.7012E+00	1.1026E-01
2.7056E+00	3.0234E-18	2.7056E+00	1.0797E-01
2.7101E+00	2.9800E-18	2.7101E+00	1.0642E-01
2.7145E+00	2.9668E-18	2.7145E+00	1.0595E-01
2.7189E+00	2.9660E-18	2.7189E+00	1.0592E-01
2.7233E+00	2.9481E-18	2.7233E+00	1.0528E-01
2.7276E+00	2.8992E-18	2.7276E+00	1.0353E-01
2.7319E+00	2.8358E-18	2.7319E+00	1.0127E-01
2.7363E+00	2.7875E-18	2.7363E+00	9.9543E-02
2.7406E+00	2.7684E-18	2.7406E+00	9.8861E-02
2.7448E+00	2.7676E-18	2.7448E+00	9.8831E-02
2.7491E+00	2.7582E-18	2.7491E+00	9.8497E-02
2.7533E+00	2.7202E-18	2.7533E+00	9.7141E-02
2.7575E+00	2.6604E-18	2.7575E+00	9.5004E-02
2.7617E+00	2.6052E-18	2.7617E+00	9.3035E-02
2.7659E+00	2.5751E-18	2.7659E+00	9.1960E-02
2.7701E+00	2.5691E-18	2.7701E+00	9.1744E-02
2.7742E+00	2.5671E-18	2.7742E+00	9.1673E-02
2.7783E+00	2.5452E-18	2.7783E+00	9.0891E-02
2.7824E+00	2.4967E-18	2.7824E+00	8.9158E-02
2.7865E+00	2.4387E-18	2.7865E+00	8.7086E-02
2.7906E+00	2.3951E-18	2.7906E+00	8.5529E-02
2.7946E+00	2.3763E-18	2.7946E+00	8.4860E-02
2.7986E+00	2.3740E-18	2.7986E+00	8.4777E-02
2.8026E+00	2.3673E-18	2.8026E+00	8.4536E-02
2.8066E+00	2.3383E-18	2.8066E+00	8.3501E-02
2.8105E+00	2.2879E-18	2.8105E+00	8.1704E-02
2.8145E+00	2.2348E-18	2.8145E+00	7.9806E-02
2.8184E+00	2.1979E-18	2.8184E+00	7.8487E-02
2.8223E+00	2.1827E-18	2.8223E+00	7.7947E-02
2.8261E+00	2.1798E-18	2.8261E+00	7.7842E-02
2.8300E+00	2.1707E-18	2.8300E+00	7.7517E-02
2.8338E+00	2.1416E-18	2.8338E+00	7.6478E-02
2.8376E+00	2.0945E-18	2.8376E+00	7.4796E-02
2.8414E+00	2.0451E-18	2.8414E+00	7.3032E-02
2.8452E+00	2.0094E-18	2.8452E+00	7.1756E-02
2.8489E+00	1.9926E-18	2.8489E+00	7.1158E-02
2.8526E+00	1.9877E-18	2.8526E+00	7.0982E-02
2.8563E+00	1.9798E-18	2.8563E+00	7.0700E-02
2.8600E+00	1.9562E-18	2.8600E+00	6.9857E-02
2.8637E+00	1.9158E-18	2.8637E+00	6.8416E-02
2.8673E+00	1.8696E-18	2.8673E+00	6.6764E-02
2.8709E+00	1.8314E-18	2.8709E+00	6.5400E-02
2.8745E+00	1.8088E-18	2.8745E+00	6.4593E-02
2.8781E+00	1.7995E-18	2.8781E+00	6.4261E-02
2.8816E+00	1.7932E-18	2.8816E+00	6.4036E-02
2.8852E+00	1.7779E-18	2.8852E+00	6.3489E-02
2.8887E+00	1.7479E-18	2.8887E+00	6.2418E-02
2.8922E+00	1.7074E-18	2.8922E+00	6.0972E-02
2.8956E+00	1.6668E-18	2.8956E+00	5.9524E-02
2.8991E+00	1.6358E-18	2.8991E+00	5.8415E-02
2.9025E+00	1.6179E-18	2.9025E+00	5.7776E-02
2.9059E+00	1.6092E-18	2.9059E+00	5.7464E-02
2.9092E+00	1.6006E-18	2.9092E+00	5.7158E-02
2.9126E+00	1.5835E-18	2.9126E+00	5.6547E-02
2.9159E+00	1.5549E-18	2.9159E+00	5.5525E-02
2.9192E+00	1.5185E-18	2.9192E+00	5.4228E-02
2.9225E+00	1.4822E-18	2.9225E+00	5.2932E-02
2.9258E+00	1.4531E-18	2.9258E+00	5.1891E-02
2.9290E+00	1.4344E-18	2.9290E+00	5.1222E-02
2.9322E+00	1.4237E-18	2.9322E+00	5.0841E-02
2.9354E+00	1.4145E-18	2.9354E+00	5.0513E-02
2.9386E+00	1.3999E-18	2.9386E+00	4.9991E-02
2.9417E+00	1.3766E-18	2.9417E+00	4.9158E-02
2.9448E+00	1.3461E-18	2.9448E+00	4.8071E-02
2.9479E+00	1.3132E-18	2.9479E+00	4.6895E-02
2.9510E+00	1.2833E-18	2.9510E+00	4.5827E-02
2.9541E+00	1.2604E-18	2.9541E+00	4.5010E-02
2.9571E+00	1.2453E-18	2.9571E+00	4.4472E-02
2.9601E+00	1.2349E-18	2.9601E+00	4.4101E-02
2.9631E+00	1.2239E-18	2.9631E+00	4.3706E-02
2.9661E+00	1.2078E-18	2.9661E+00	4.3130E-02
2.9690E+00	1.1853E-18	2.9690E+00	4.2329E-02
2.9719E+00	1.1583E-18	2.9719E+00	4.1362E-02
2.9748E+00	1.1297E-18	2.9748E+00	4.0341E-02
2.9777E+00	1.1030E-18	2.9777E+00	3.9388E-02
2.9805E+00	1.0811E-18	2.9805E+00	3.8607E-02
2.9833E+00	1.0651E-18	2.9833E+00	3.8037E-02
2.9861E+00	1.0535E-18	2.9861E+00	3.7620E-02
2.9889E+00	1.0425E-18	2.9889E+00	3.7228E-02
2.9917E+00	1.0287E-18	2.9917E+00	3.6734E-02
2.9944E+00	1.0104E-18	2.9944E+00	3.6083E-02
2.9971E+00	9.8844E-19	2.9971E+00	3.5298E-02
2.9998E+00	9.6435E-19	2.9998E+00	3.4437E-02
3.0024E+00	9.4004E-19	3.0024E+00	3.3569E-02
3.0051E+00	9.1745E-19	3.0051E+00	3.2763E-02
3.0077E+00	8.9829E-19	3.0077E+00	3.2079E-02
3.0102E+00	8.8327E-19	3.0102E+00	3.1542E-02
3.0128E+00	8.7134E-19	3.0128E+00	3.1116E-02
3.0153E+00	8.6008E-19	3.0153E+00	3.0714E-02
3.0178E+00	8.4704E-19	3.0178E+00	3.0248E-02
3.0203E+00	8.3107E-19	3.0203E+00	2.9678E-02
3.0228E+00	8.1250E-19	3.0228E+00	2.9015E-02
3.0252E+00	7.9242E-19	3.0252E+00	2.8298E-02
3.0276E+00	7.7185E-19	3.0276E+00	2.7563E-02
3.0300E+00	7.5165E-19	3.0300E+00	2.6842E-02
3.0324E+00	7.3276E-19	3.0324E+00	2.6167E-02
3.0347E+00	7.1616E-19	3.0347E+00	2.5574E-02
3.0370E+00	7.0229E-19	3.0370E+00	2.5079E-02
3.0393E+00	6.9059E-19	3.0393E+00	2.4661E-02
3.0416E+00	6.7958E-19	3.0416E+00	2.4268E-02
3.0438E+00	6.6762E-19	3.0438E+00	2.3841E-02
3.0461E+00	6.5382E-19	3.0461E+00	2.3348E-02
3.0483E+00	6.3825E-19	3.0483E+00	2.2792E-02
3.0504E+00	6.2162E-19	3.0504E+00	2.2198E-02
3.0526E+00	6.0468E-19	3.0526E+00	2.1594E-02
3.0547E+00	5.8784E-19	3.0547E+00	2.0992E-02
3.0568E+00	5.7134E-19	3.0568E+00	2.0403E-02
3.0589E+00	5.5548E-19	3.0589E+00	1.9837E-02
3.0609E+00	5.4078E-19	3.0609E+00	1.9312E-02
3.0629E+00	5.2766E-19	3.0629E+00	1.8843E-02
3.0649E+00	5.1614E-19	3.0649E+00	1.8432E-02
3.0669E+00	5.0565E-19	3.0669E+00	1.8057E-02
3.0688E+00	4.9527E-19	3.0688E+00	1.7686E-02
3.0707E+00	4.8413E-19	3.0707E+00	1.7289E-02
3.0726E+00	4.7184E-19	3.0726E+00	1.6850E-02
3.0745E+00	4.5855E-19	3.0745E+00	1.6375E-02
3.0764E+00	4.4476E-19	3.0764E+00	1.5883E-02
3.0782E+00	4.3098E-19	3.0782E+00	1.5390E-02
3.0800E+00	4.1749E-19	3.0800E+00	1.4909E-02
3.0817E+00	4.0436E-19	3.0817E+00	1.4440E-02
3.0835E+00	3.9152E-19	3.0835E+00	1.3982E-02
3.0852E+00	3.7897E-19	3.0852E+00	1.3533E-02
3.0869E+00	3.6687E-19	3.0869E+00	1.3101E-02
3.0886E+00	3.5547E-19	3.0886E+00	1.2694E-02
3.0902E+00	3.4494E-19	3.0902E+00	1.2318E-02
3.0918E+00	3.3527E-19	3.0918E+00	1.1973E-02
3.0934E+00	3.2620E-19	3.0934E+00	1.1649E-02
3.0950E+00	3.1732E-19	3.0950E+00	1.1332E-02
3.0965E+00	3.0822E-19	3.0965E+00	1.1007E-02
3.0980E+00	2.9863E-19	3.0980E+00	1.0664E-02
3.0995E+00	2.8848E-19	3.0995E+00	1.0302E-02
3.1010E+00	2.7793E-19	3.1010E+00	9.9251E-03
3.1024E+00	2.6726E-19	3.1024E+00	9.5440E-03
3.1038E+00	2.5674E-19	3.1038E+00	9.1685E-03
3.1052E+00	2.4658E-19	3.1052E+00	8.8054E-03
3.1066E+00	2.3683E-19	3.1066E+00	8.4572E-03
3.1079E+00	2.2745E-19	3.1079E+00	8.1226E-03
3.1092E+00	2.1837E-19	3.1092E+00	7.7980E-03
3.1105E+00	2.0947E-19	3.1105E+00	7.4804E-03
3.1118E+00	2.0072E-19	3.1118E+00	7.1680E-03
3.1130E+00	1.9214E-19	3.1130E+00	6.8614E-03
3.1142E+00	1.8379E-19	3.1142E+00	6.5632E-03
3.1154E+00	1.7576E-19	3.1154E+00	6.2765E-03
3.1165E+00	1.6812E-19	3.1165E+00	6.0036E-03
3.1177E+00	1.6089E-19	3.1177E+00	5.7456E-03
3.1188E+00	1.5406E-19	3.1188E+00	5.5015E-03
3.1199E+00	1.4754E-19	3.1199E+00	5.2686E-03
3.1209E+00	1.4123E-19	3.1209E+00	5.0433E-03
3.1219E+00	1.3502E-19	3.1219E+00	4.8216E-03
3.1229E+00	1.2882E-19	3.1229E+00	4.6002E-03
3.1239E+00	1.2257E-19	3.1239E+00	4.3770E-03
3.1248E+00	1.1625E-19	3.1248E+00	4.1512E-03
3.1258E+00	1.0987E-19	3.1258E+00	3.9234E-03
3.1267E+00	1.0348E-19	3.1267E+00	3.6953E-03
3.1275E+00	9.7143E-20	3.1275E+00	3.4690E-03
3.1284E+00	9.0929E-20	3.1284E+00	3.2471E-03
3.1292E+00	8.4899E-20	3.1292E+00	3.0318E-03
3.1300E+00	7.9102E-20	3.1300E+00	2.8248E-03
3.1308E+00	7.3573E-20	3.1308E+00	2.6274E-03
3.1315E+00	6.8327E-20	3.1315E+00	2.4400E-03
3.1322E+00	6.3365E-20	3.1322E+00	2.2628E-03
3.1329E+00	5.8675E-20	3.1329E+00	2.0953E-03
3.1336E+00	5.4238E-20	3.1336E+00	1.9369E-03
